t,amplitude
5.699999999999999512e-01,-3.527725558308283140e-14
5.709999999999999520e-01,5.877852522924704726e-01
5.719999999999999529e-01,9.510565162951448714e-01
5.729999999999999538e-01,9.510565162951699625e-01
5.739999999999999547e-01,5.877852522924902345e-01
5.749999999999999556e-01,4.605786129939906933e-14
5.759999999999999565e-01,-5.877852522924617018e-01
5.769999999999999574e-01,-9.510565162951415408e-01
5.779999999999999583e-01,-9.510565162951557516e-01
5.789999999999999591e-01,-5.877852522924990053e-01
5.799999999999999600e-01,4.951845092706861645e-18
5.809999999999999609e-01,5.877852522924530421e-01
5.819999999999999618e-01,9.510565162951382101e-01
5.829999999999999627e-01,9.510565162951590823e-01
5.839999999999999636e-01,5.877852522925076650e-01
5.849999999999999645e-01,1.077565387122353192e-14
5.859999999999999654e-01,-5.877852522924442713e-01
5.869999999999999662e-01,-9.510565162951524210e-01
5.879999999999999671e-01,-9.510565162951624130e-01
5.889999999999999680e-01,-5.877852522924704726e-01
5.899999999999999689e-01,-2.155625958753976827e-14
5.909999999999999698e-01,5.877852522924815748e-01
5.919999999999999707e-01,9.510565162951490903e-01
5.929999999999999716e-01,9.510565162951657436e-01
5.939999999999999725e-01,5.877852522924791323e-01
5.949999999999999734e-01,3.233686530385600621e-14
5.959999999999999742e-01,-5.877852522924728040e-01
5.969999999999999751e-01,-9.510565162951457596e-01
5.979999999999999760e-01,-9.510565162951515328e-01
5.989999999999999769e-01,-5.877852522924879031e-01
5.999999999999999778e-01,1.372594784063576915e-14
6.009999999999999787e-01,5.877852522924641443e-01
6.019999999999999796e-01,9.510565162951424290e-01
6.029999999999999805e-01,9.510565162951548634e-01
6.039999999999999813e-01,5.877852522924965628e-01
6.049999999999999822e-01,-2.945342124319531210e-15
6.059999999999999831e-01,-5.877852522924553735e-01
6.069999999999999840e-01,-9.510565162951566398e-01
6.079999999999999849e-01,-9.510565162951581941e-01
6.089999999999999858e-01,-5.877852522924593703e-01
6.099999999999999867e-01,-7.835263591996706726e-15
6.109999999999999876e-01,5.877852522924467138e-01
6.119999999999999885e-01,9.510565162951533091e-01
6.129999999999999893e-01,9.510565162951615248e-01
6.139999999999999902e-01,5.877852522924680301e-01
6.149999999999999911e-01,1.861586930831294624e-14
6.159999999999999920e-01,-5.877852522924839063e-01
6.169999999999999929e-01,-9.510565162951499785e-01
6.179999999999999938e-01,-9.510565162951473139e-01
6.189999999999999947e-01,-5.877852522924768008e-01
6.199999999999999956e-01,2.744694383617883069e-14
6.209999999999999964e-01,5.877852522924752465e-01
6.219999999999999973e-01,9.510565162951466478e-01
6.229999999999999982e-01,9.510565162951506446e-01
6.239999999999999991e-01,5.877852522924854606e-01
6.250000000000000000e-01,-1.666633811986259276e-14
6.260000000000000009e-01,-5.877852522924664758e-01
6.270000000000000018e-01,-9.510565162951608587e-01
6.280000000000000027e-01,-9.510565162951539753e-01
6.290000000000000036e-01,-5.877852522924482681e-01
6.300000000000000044e-01,5.885732403546355609e-15
6.310000000000000053e-01,5.877852522924577050e-01
6.320000000000000062e-01,9.510565162951575280e-01
6.330000000000000071e-01,9.510565162951573059e-01
6.340000000000000080e-01,5.877852522924569278e-01
6.350000000000000089e-01,4.894873312769882327e-15
6.360000000000000098e-01,-5.877852522924950085e-01
6.370000000000000107e-01,-9.510565162951541973e-01
6.380000000000000115e-01,-9.510565162951429841e-01
6.390000000000000124e-01,-5.877852522924656986e-01
6.400000000000000133e-01,-1.567547902908612105e-14
6.410000000000000142e-01,5.877852522924862377e-01
6.420000000000000151e-01,9.510565162951508666e-01
6.430000000000000160e-01,9.510565162951463147e-01
6.440000000000000169e-01,5.877852522924743583e-01
6.450000000000000178e-01,-3.038733411540565904e-14
6.460000000000000187e-01,-5.877852522924775780e-01
6.470000000000000195e-01,-9.510565162951651885e-01
6.480000000000000204e-01,-9.510565162951496454e-01
6.490000000000000213e-01,-5.877852522924831291e-01
6.500000000000000222e-01,1.960672839908941795e-14
6.510000000000000231e-01,5.877852522924688072e-01
6.520000000000000240e-01,9.510565162951618579e-01
6.530000000000000249e-01,9.510565162951529761e-01
6.540000000000000258e-01,5.877852522924458256e-01
6.550000000000000266e-01,-8.826122682773180009e-15
6.560000000000000275e-01,-5.877852522925061107e-01
6.570000000000000284e-01,-9.510565162951585272e-01
6.580000000000000293e-01,-9.510565162951387652e-01
6.590000000000000302e-01,-5.877852522924545964e-01
6.600000000000000311e-01,-1.954483033543058321e-15
6.610000000000000320e-01,5.877852522924974510e-01
6.620000000000000329e-01,9.510565162951551965e-01
6.630000000000000338e-01,9.510565162951420959e-01
6.640000000000000346e-01,5.877852522924632561e-01
6.650000000000000355e-01,-4.410833011094871585e-14
6.660000000000000364e-01,-5.877852522924886802e-01
6.670000000000000373e-01,-9.510565162951694074e-01
6.680000000000000382e-01,-9.510565162951454266e-01
6.690000000000000391e-01,-5.877852522924720269e-01
6.700000000000000400e-01,3.332772439463247791e-14
6.710000000000000409e-01,5.877852522924799095e-01
6.720000000000000417e-01,9.510565162951660767e-01
6.730000000000000426e-01,9.510565162951487572e-01
6.740000000000000435e-01,5.877852522924347234e-01
6.750000000000000444e-01,-2.254711867831624313e-14
6.760000000000000453e-01,-5.877852522925172130e-01
6.770000000000000462e-01,-9.510565162951627460e-01
6.780000000000000471e-01,-9.510565162951520879e-01
6.790000000000000480e-01,-5.877852522924434941e-01
6.800000000000000488e-01,1.176651296200000362e-14
6.810000000000000497e-01,5.877852522925084422e-01
6.820000000000000506e-01,9.510565162951594154e-01
6.830000000000000515e-01,9.510565162951378770e-01
6.840000000000000524e-01,5.877852522924521539e-01
6.850000000000000533e-01,-5.782932610649177898e-14
6.860000000000000542e-01,-5.877852522924997825e-01
6.870000000000000551e-01,-9.510565162951736262e-01
6.879999999999999449e-01,-9.510565162951587492e-01
6.889999999999999458e-01,-5.877852522925068879e-01
6.899999999999999467e-01,-9.794698470632472252e-15
6.909999999999999476e-01,5.877852522924450485e-01
6.919999999999999485e-01,9.510565162951527540e-01
6.929999999999999494e-01,9.510565162951620799e-01
6.939999999999999503e-01,5.877852522925156586e-01
6.949999999999999512e-01,2.057530418694870861e-14
6.959999999999999520e-01,-5.877852522924363887e-01
6.969999999999999529e-01,-9.510565162951494234e-01
6.979999999999999538e-01,-9.510565162951654106e-01
6.989999999999999547e-01,-5.877852522924783552e-01
6.999999999999999556e-01,-3.135590990326494970e-14
7.009999999999999565e-01,5.877852522924735812e-01
7.019999999999999574e-01,9.510565162951460927e-01
7.029999999999999583e-01,9.510565162951687412e-01
7.039999999999999591e-01,5.877852522924871259e-01
7.049999999999999600e-01,4.213651561958118764e-14
7.059999999999999609e-01,-5.877852522924649215e-01
7.069999999999999618e-01,-9.510565162951427620e-01
7.079999999999999627e-01,-9.510565162951545304e-01
7.089999999999999636e-01,-5.877852522924957857e-01
7.099999999999999645e-01,3.926297524910590084e-15
7.109999999999999654e-01,5.877852522924561507e-01
7.119999999999999662e-01,9.510565162951394313e-01
7.129999999999999671e-01,9.510565162951578611e-01
7.139999999999999680e-01,5.877852522925045564e-01
7.149999999999999689e-01,6.854308191405647853e-15
7.159999999999999698e-01,-5.877852522924474910e-01
7.169999999999999707e-01,-9.510565162951536422e-01
7.179999999999999716e-01,-9.510565162951611917e-01
7.189999999999999725e-01,-5.877852522924672529e-01
7.199999999999999734e-01,-1.763491390772188658e-14
7.209999999999999742e-01,5.877852522924846834e-01
7.219999999999999751e-01,9.510565162951503115e-01
7.229999999999999760e-01,9.510565162951645224e-01
7.239999999999999769e-01,5.877852522924760237e-01
7.249999999999999778e-01,2.841551962403812451e-14
7.259999999999999787e-01,-5.877852522924760237e-01
7.269999999999999796e-01,-9.510565162951469809e-01
7.279999999999999805e-01,-9.510565162951503115e-01
7.289999999999999813e-01,-5.877852522924846834e-01
7.299999999999999822e-01,1.764729352045365242e-14
7.309999999999999831e-01,5.877852522924672529e-01
7.319999999999999840e-01,9.510565162951436502e-01
7.329999999999999849e-01,9.510565162951536422e-01
7.339999999999999858e-01,5.877852522924934542e-01
7.349999999999999867e-01,-6.866687804137414483e-15
7.359999999999999876e-01,-5.877852522924584822e-01
7.369999999999999885e-01,-9.510565162951578611e-01
7.379999999999999893e-01,-9.510565162951569729e-01
7.389999999999999902e-01,-5.877852522924561507e-01
7.399999999999999911e-01,-3.913917912178823453e-15
7.409999999999999920e-01,5.877852522924498224e-01
7.419999999999999929e-01,9.510565162951545304e-01
7.429999999999999938e-01,9.510565162951603035e-01
7.439999999999999947e-01,5.877852522924649215e-01
7.449999999999999956e-01,1.469452362849506139e-14
7.459999999999999964e-01,-5.877852522924871259e-01
7.469999999999999973e-01,-9.510565162951511997e-01
7.479999999999999982e-01,-9.510565162951460927e-01
7.489999999999999991e-01,-5.877852522924735812e-01
7.500000000000000000e-01,-2.547512934481129933e-14
7.510000000000000009e-01,5.877852522924783552e-01
7.520000000000000018e-01,9.510565162951478690e-01
7.530000000000000027e-01,9.510565162951494234e-01
7.540000000000000036e-01,5.877852522924823520e-01
7.550000000000000044e-01,-2.058768379968047761e-14
7.560000000000000053e-01,-5.877852522924696954e-01
7.570000000000000062e-01,-9.510565162951620799e-01
7.580000000000000071e-01,-9.510565162951527540e-01
7.590000000000000080e-01,-5.877852522924450485e-01
7.600000000000000089e-01,9.807078083364239672e-15
7.610000000000000098e-01,5.877852522924609247e-01
7.620000000000000107e-01,9.510565162951587492e-01
7.630000000000000115e-01,9.510565162951560847e-01
7.640000000000000124e-01,5.877852522924538192e-01
7.650000000000000133e-01,9.735276329519990532e-16
7.660000000000000142e-01,-5.877852522924982281e-01
7.670000000000000151e-01,-9.510565162951554186e-01
7.680000000000000160e-01,-9.510565162951417628e-01
7.690000000000000169e-01,-5.877852522924624790e-01
7.700000000000000178e-01,-1.175413334926823778e-14
7.710000000000000187e-01,5.877852522924894574e-01
7.720000000000000195e-01,9.510565162951520879e-01
7.730000000000000204e-01,9.510565162951450935e-01
7.740000000000000213e-01,5.877852522924712497e-01
7.750000000000000222e-01,-3.430867979522354073e-14
7.760000000000000231e-01,-5.877852522924806866e-01
7.770000000000000240e-01,-9.510565162951662987e-01
7.780000000000000249e-01,-9.510565162951484242e-01
7.790000000000000258e-01,-5.877852522924799095e-01
7.800000000000000266e-01,2.352807407890730280e-14
7.810000000000000275e-01,5.877852522924720269e-01
7.820000000000000284e-01,9.510565162951629681e-01
7.830000000000000293e-01,9.510565162951517548e-01
7.840000000000000302e-01,5.877852522924427170e-01
7.850000000000000311e-01,-1.274746836259106328e-14
7.860000000000000320e-01,-5.877852522925093304e-01
7.870000000000000329e-01,-9.510565162951596374e-01
7.880000000000000338e-01,-9.510565162951375440e-01
7.890000000000000346e-01,-5.877852522924513767e-01
7.900000000000000355e-01,1.966862646274825347e-15
7.910000000000000364e-01,5.877852522925005596e-01
7.920000000000000373e-01,9.510565162951563067e-01
7.930000000000000382e-01,9.510565162951408746e-01
7.940000000000000391e-01,5.877852522924601475e-01
7.950000000000000400e-01,-4.802967579076660386e-14
7.960000000000000409e-01,-5.877852522924917889e-01
7.970000000000000417e-01,-9.510565162951706286e-01
7.980000000000000426e-01,-9.510565162951442053e-01
7.990000000000000435e-01,-5.877852522924688072e-01
8.000000000000000444e-01,3.724907007445036592e-14
8.010000000000000453e-01,5.877852522924831291e-01
8.020000000000000462e-01,9.510565162951672979e-01
8.030000000000000471e-01,9.510565162951475360e-01
8.040000000000000480e-01,5.877852522924316148e-01
8.050000000000000488e-01,-2.646846435813412483e-14
8.060000000000000497e-01,-5.877852522925204326e-01
8.070000000000000506e-01,-9.510565162951639673e-01
8.080000000000000515e-01,-9.510565162951508666e-01
8.090000000000000524e-01,-5.877852522924402745e-01
8.100000000000000533e-01,1.568785864181788689e-14
8.110000000000000542e-01,5.877852522925116618e-01
8.120000000000000551e-01,9.510565162951606366e-01
8.129999999999999449e-01,9.510565162951718499e-01
8.139999999999999458e-01,5.877852522924950085e-01
8.149999999999999467e-01,5.193616593530636276e-14
8.159999999999999476e-01,-5.877852522924109646e-01
8.169999999999999485e-01,-9.510565162951573059e-01
8.179999999999999494e-01,-9.510565162951575280e-01
8.189999999999999503e-01,-5.877852522925037793e-01
8.199999999999999512e-01,-6.271677165162260069e-14
8.209999999999999520e-01,5.877852522924942313e-01
8.219999999999999529e-01,9.510565162951539753e-01
8.229999999999999538e-01,9.510565162951608587e-01
8.239999999999999547e-01,5.877852522925124390e-01
8.249999999999999556e-01,7.349737736793883863e-14
8.259999999999999565e-01,-5.877852522924854606e-01
8.269999999999999574e-01,-9.510565162951506446e-01
8.279999999999999583e-01,-9.510565162951641893e-01
8.289999999999999591e-01,-5.877852522925212098e-01
8.299999999999999600e-01,2.940885463736095317e-14
8.309999999999999609e-01,5.877852522924768008e-01
8.319999999999999618e-01,9.510565162951473139e-01
8.329999999999999627e-01,9.510565162951675200e-01
8.339999999999999636e-01,5.877852522925298695e-01
8.349999999999999645e-01,-1.862824892104471208e-14
8.359999999999999654e-01,-5.877852522924680301e-01
8.369999999999999662e-01,-9.510565162951439833e-01
8.379999999999999671e-01,-9.510565162951708507e-01
8.389999999999999680e-01,-5.877852522924466028e-01
8.399999999999999689e-01,7.847643204728474146e-15
8.409999999999999698e-01,5.877852522924593703e-01
8.419999999999999707e-01,9.510565162951406526e-01
8.429999999999999716e-01,9.510565162951741813e-01
8.439999999999999725e-01,5.877852522924553735e-01
8.449999999999999734e-01,2.932962511587764185e-15
8.459999999999999742e-01,-5.877852522924505996e-01
8.469999999999999751e-01,-9.510565162951373219e-01
8.479999999999999760e-01,-9.510565162951424290e-01
8.489999999999999769e-01,-5.877852522924640333e-01
8.499999999999999778e-01,-1.371356822790400173e-14
8.509999999999999787e-01,5.877852522924419398e-01
8.519999999999999796e-01,9.510565162951339913e-01
8.529999999999999805e-01,9.510565162951457596e-01
8.539999999999999813e-01,5.877852522924728040e-01
8.549999999999999822e-01,2.449417394422023966e-14
8.559999999999999831e-01,-5.877852522924331691e-01
8.569999999999999840e-01,-9.510565162951657436e-01
8.579999999999999849e-01,-9.510565162951490903e-01
8.589999999999999858e-01,-5.877852522924815748e-01
8.599999999999999867e-01,-3.527477966053648075e-14
8.609999999999999876e-01,5.877852522924245093e-01
8.619999999999999885e-01,9.510565162951624130e-01
8.629999999999999893e-01,9.510565162951524210e-01
8.639999999999999902e-01,5.877852522924902345e-01
8.649999999999999911e-01,4.605538537685271869e-14
8.659999999999999920e-01,-5.877852522925076650e-01
8.669999999999999929e-01,-9.510565162951590823e-01
8.679999999999999938e-01,-9.510565162951557516e-01
8.689999999999999947e-01,-5.877852522924990053e-01
8.699999999999999956e-01,5.685084662844707942e-14
8.709999999999999964e-01,5.877852522924990053e-01
8.719999999999999973e-01,9.510565162951557516e-01
8.729999999999999982e-01,9.510565162951590823e-01
8.739999999999999991e-01,5.877852522925076650e-01
8.750000000000000000e-01,-4.607024091213083518e-14
8.760000000000000009e-01,-5.877852522924902345e-01
8.770000000000000018e-01,-9.510565162951524210e-01
8.780000000000000027e-01,-9.510565162951624130e-01
8.790000000000000036e-01,-5.877852522924243983e-01
8.800000000000000044e-01,3.528963519581459724e-14
8.810000000000000053e-01,5.877852522924815748e-01
8.820000000000000062e-01,9.510565162951490903e-01
8.830000000000000071e-01,9.510565162951657436e-01
8.840000000000000080e-01,5.877852522924331691e-01
8.850000000000000089e-01,-2.450902947949835930e-14
8.860000000000000098e-01,-5.877852522924728040e-01
8.870000000000000107e-01,-9.510565162951457596e-01
8.880000000000000115e-01,-9.510565162951339913e-01
8.890000000000000124e-01,-5.877852522924419398e-01
8.900000000000000133e-01,1.372842376318212295e-14
8.910000000000000142e-01,5.877852522924641443e-01
8.920000000000000151e-01,9.510565162951424290e-01
8.930000000000000160e-01,9.510565162951373219e-01
8.940000000000000169e-01,5.877852522924505996e-01
8.950000000000000178e-01,-2.947818046865884615e-15
8.960000000000000187e-01,-5.877852522924553735e-01
8.970000000000000195e-01,-9.510565162951741813e-01
8.980000000000000204e-01,-9.510565162951406526e-01
8.990000000000000213e-01,-5.877852522924593703e-01
9.000000000000000222e-01,-7.832787669450352927e-15
9.010000000000000231e-01,5.877852522924467138e-01
9.020000000000000240e-01,9.510565162951708507e-01
9.030000000000000249e-01,9.510565162951439833e-01
9.040000000000000258e-01,5.877852522924680301e-01
9.050000000000000266e-01,1.861339338576659244e-14
9.060000000000000275e-01,-5.877852522925298695e-01
9.070000000000000284e-01,-9.510565162951675200e-01
9.080000000000000293e-01,-9.510565162951473139e-01
9.090000000000000302e-01,-5.877852522924768008e-01
9.100000000000000311e-01,-2.939399910208283038e-14
9.110000000000000320e-01,5.877852522925212098e-01
9.120000000000000329e-01,9.510565162951641893e-01
9.130000000000000338e-01,9.510565162951506446e-01
9.140000000000000346e-01,5.877852522924854606e-01
9.150000000000000355e-01,-7.351223290321696774e-14
9.160000000000000364e-01,-5.877852522925124390e-01
9.170000000000000373e-01,-9.510565162951608587e-01
9.180000000000000382e-01,-9.510565162951539753e-01
9.190000000000000391e-01,-5.877852522924942313e-01
9.200000000000000400e-01,6.273162718690072980e-14
9.210000000000000409e-01,5.877852522925037793e-01
9.220000000000000417e-01,9.510565162951575280e-01
9.230000000000000426e-01,9.510565162951573059e-01
9.240000000000000435e-01,5.877852522924109646e-01
9.250000000000000444e-01,-5.195102147058448555e-14
9.260000000000000453e-01,-5.877852522924950085e-01
9.270000000000000462e-01,-9.510565162951541973e-01
9.280000000000000471e-01,-9.510565162951606366e-01
9.290000000000000480e-01,-5.877852522924197354e-01
9.300000000000000488e-01,4.117041575426824762e-14
9.310000000000000497e-01,5.877852522924862377e-01
9.320000000000000506e-01,9.510565162951508666e-01
9.330000000000000515e-01,9.510565162951287732e-01
9.340000000000000524e-01,5.877852522924283951e-01
9.350000000000000533e-01,-3.038981003795200968e-14
9.360000000000000542e-01,-5.877852522924775780e-01
9.370000000000000551e-01,-9.510565162951827300e-01
9.379999999999999449e-01,-9.510565162951672979e-01
9.389999999999999458e-01,-5.877852522925290923e-01
9.399999999999999467e-01,1.960920432163577174e-14
9.409999999999999476e-01,5.877852522924688072e-01
9.419999999999999485e-01,9.510565162951442053e-01
9.429999999999999494e-01,9.510565162951706286e-01
9.439999999999999503e-01,5.877852522925378631e-01
9.449999999999999512e-01,-8.828598605319533809e-15
9.459999999999999520e-01,-5.877852522924601475e-01
9.469999999999999529e-01,-9.510565162951408746e-01
9.479999999999999538e-01,-9.510565162951739593e-01
9.489999999999999547e-01,-5.877852522924545964e-01
9.499999999999999556e-01,-1.952007110996704916e-15
9.509999999999999565e-01,5.877852522924513767e-01
9.519999999999999574e-01,9.510565162951375440e-01
9.529999999999999583e-01,9.510565162951772900e-01
9.539999999999999591e-01,5.877852522924632561e-01
9.549999999999999600e-01,1.273261282731294364e-14
9.559999999999999609e-01,-5.877852522924427170e-01
9.569999999999999618e-01,-9.510565162951342133e-01
9.579999999999999627e-01,-9.510565162951454266e-01
9.589999999999999636e-01,-5.877852522924720269e-01
9.599999999999999645e-01,-2.351321854362918000e-14
9.609999999999999654e-01,5.877852522924339462e-01
9.619999999999999662e-01,9.510565162951308826e-01
9.629999999999999671e-01,9.510565162951487572e-01
9.639999999999999680e-01,5.877852522924806866e-01
9.649999999999999689e-01,3.429382425994541794e-14
9.659999999999999698e-01,-5.877852522924252865e-01
9.669999999999999707e-01,-9.510565162951627460e-01
9.679999999999999716e-01,-9.510565162951520879e-01
9.689999999999999725e-01,-5.877852522924894574e-01
9.699999999999999734e-01,-4.507442997626165587e-14
9.709999999999999742e-01,5.877852522925084422e-01
9.719999999999999751e-01,9.510565162951594154e-01
9.729999999999999760e-01,9.510565162951554186e-01
9.739999999999999769e-01,5.877852522924982281e-01
9.749999999999999778e-01,5.585503569257789381e-14
9.759999999999999787e-01,-5.877852522924997825e-01
9.769999999999999796e-01,-9.510565162951560847e-01
9.779999999999999805e-01,-9.510565162951587492e-01
9.789999999999999813e-01,-5.877852522925068879e-01
9.799999999999999822e-01,4.705119631272189799e-14
9.809999999999999831e-01,5.877852522924910117e-01
9.819999999999999840e-01,9.510565162951527540e-01
9.829999999999999849e-01,9.510565162951620799e-01
9.839999999999999858e-01,5.877852522925156586e-01
9.849999999999999867e-01,-3.627059059640566006e-14
9.859999999999999876e-01,-5.877852522924823520e-01
9.869999999999999885e-01,-9.510565162951494234e-01
9.879999999999999893e-01,-9.510565162951654106e-01
9.889999999999999902e-01,-5.877852522924323919e-01
9.899999999999999911e-01,2.548998488008941897e-14
9.909999999999999920e-01,5.877852522924735812e-01
9.919999999999999929e-01,9.510565162951460927e-01
9.929999999999999938e-01,9.510565162951687412e-01
9.939999999999999947e-01,5.877852522924410517e-01
9.949999999999999956e-01,-1.470937916377318103e-14
9.959999999999999964e-01,-5.877852522924649215e-01
9.969999999999999973e-01,-9.510565162951427620e-01
9.979999999999999982e-01,-9.510565162951369889e-01
9.989999999999999991e-01,-5.877852522924498224e-01
